道具,品阶,道具分类,适用职业,掉落来源(怪物),地图,刷新点位,道具属性,掉落概率,是否可制作,制作材料
亡者的头盖骨,普通,其他,需求等级1,迷宫崇拜者[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,迷宫崇拜者[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,迷宫蝙蝠[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,迷宫蝙蝠[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,迷宫蝙蝠人[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,迷宫蝙蝠人[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,迷宫追踪者[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,迷宫追踪者[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,遗弃的魔法娃娃[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,遗弃的魔法娃娃[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,遗弃的魔法娃娃[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
亡者的头盖骨,普通,其他,需求等级1,邪恶的梦之亡魂[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,邪恶的梦之亡魂[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,邪恶的梦之亡魂[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
蜥蜴人的尾巴,普通,其他,需求等级1,邪恶的蜥蜴人[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,邪恶的蜥蜴人[测试],未知刷新点/活动怪物,未知刷新点,无属性,20%,否,
亡者的头盖骨,普通,其他,需求等级1,邪恶鳄鱼[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,邪恶鳄鱼[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,部落狼人剑兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,部落狼人剑兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,部落狼人咒术兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,部落狼人咒术兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,部落狼人枪兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,部落狼人枪兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,金怪人[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,金怪人[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,钢铁高仑[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,钢铁高仑[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,钢铁鳄剑兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,钢铁鳄剑兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,钢铁鳄剑兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
亡者的头盖骨,普通,其他,需求等级1,钢铁鳄咒术兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,钢铁鳄咒术兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,钢铁鳄咒术兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
亡者的头盖骨,普通,其他,需求等级1,钢铁鳄弓兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,钢铁鳄弓兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,钢铁鳄弓兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
亡者的头盖骨,普通,其他,需求等级1,钢铁鳄激怒兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,钢铁鳄激怒兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,钢铁鳄激怒兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
金币,普通,未知分类,需求等级1,铁石高仑[测试],未知刷新点/活动怪物,未知刷新点,无属性,100%,否,
亡者的头盖骨,普通,其他,需求等级1,镰刀死神[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,镰刀死神[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,闪电球[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,闪电球[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,阿尔戈特[测试],未知刷新点/活动怪物,未知刷新点,无属性,100%,否,
亡者的头盖骨,普通,其他,需求等级1,阿尔波斯莱嘉[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,阿尔波斯莱嘉[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,阿尔波斯菲斯[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,阿尔波斯菲斯[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,阿西塔基奥[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,阿西塔基奥[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,阿西塔基奥[测试],未知刷新点/活动怪物,未知刷新点,无属性,100%,否,
亡者的头盖骨,普通,其他,需求等级1,阿鲁巴[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,阿鲁巴[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,阿鲁巴[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
亡者的头盖骨,普通,其他,需求等级1,陶瓷高仑[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,陶瓷高仑[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,陶瓷高仑[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
金币,普通,未知分类,需求等级1,雪壁冰人[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,雪壁冰石高仑[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,雪壁钢铁高仑[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,雪壁钢铁高仑[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,雪壁钢铁高仑[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
亡者的头盖骨,普通,其他,需求等级1,雪壁雪怪[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,雪壁雪怪[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,雪结晶[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,雪结晶[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,雪结晶[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
亡者的头盖骨,普通,其他,需求等级1,雷之花[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,雷之花[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,风之花[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,风之花[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,风灵基德基德[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,风灵基德基德[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,风灵基德基德[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
金币,普通,未知分类,需求等级1,风灵邪念[测试],未知刷新点/活动怪物,未知刷新点,无属性,100%,否,
金币,普通,未知分类,需求等级1,风灵邪念[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
亡者的头盖骨,普通,其他,需求等级1,风灵闪电球[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,风灵闪电球[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,风灵闪电球[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
亡者的头盖骨,普通,其他,需求等级1,风灵黑鸟[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,风灵黑鸟[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,风灵黑鸟[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
金币,普通,未知分类,需求等级1,风精灵王[测试],未知刷新点/活动怪物,未知刷新点,无属性,100%,否,
金币,普通,未知分类,需求等级1,风精灵王[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
亡者的头盖骨,普通,其他,需求等级1,风龙地灵弓箭手[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,风龙地灵弓箭手[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,风龙地灵战士[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,风龙地灵战士[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,风龙地灵斗士[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,风龙地灵斗士[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,风龙地灵魔法师[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,风龙地灵魔法师[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,风龙地灵魔法师[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
亡者的头盖骨,普通,其他,需求等级1,风龙的泥龙[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,风龙的泥龙[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,风龙的荒龙[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,风龙的荒龙[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,飓风基德基德[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,飓风基德基德[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,飓风基德基德[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
金币,普通,未知分类,需求等级1,飓风邪念[测试],未知刷新点/活动怪物,未知刷新点,无属性,100%,否,
金币,普通,未知分类,需求等级1,飓风邪念[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
亡者的头盖骨,普通,其他,需求等级1,飓风闪电球[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,飓风闪电球[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,飓风闪电球[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
亡者的头盖骨,普通,其他,需求等级1,飓风黑鸟[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,飓风黑鸟[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,飓风黑鸟[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
金币,普通,未知分类,需求等级1,食人妖精[测试],未知刷新点/活动怪物,未知刷新点,无属性,100%,否,
金币,普通,未知分类,需求等级1,食人妖精王[测试],未知刷新点/活动怪物,未知刷新点,无属性,100%,否,
亡者的头盖骨,普通,其他,需求等级1,饲养的巨大龙[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,饲养的巨大龙[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,饲养的巨大龙[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
亡者的头盖骨,普通,其他,需求等级1,饲养的棕熊[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,饲养的棕熊[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,饲养的黑熊[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,饲养的黑熊[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,饲养的龙[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,饲养的龙[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,饲养的龙[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
厚实的骨头碎片,普通,其他,需求等级1,骷髅狙击兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,2.5%,否,
金币,普通,未知分类,需求等级1,骷髅狙击兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,16.666667%,否,
金币,普通,未知分类,需求等级1,骷髅狙击兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
厚实的骨头碎片,普通,其他,需求等级1,骷髅禁卫兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,2.5%,否,
金币,普通,未知分类,需求等级1,骷髅禁卫兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,16.666667%,否,
金币,普通,未知分类,需求等级1,骷髅禁卫兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
厚实的骨头碎片,普通,其他,需求等级1,骷髅突击兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,2.5%,否,
金币,普通,未知分类,需求等级1,骷髅突击兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,16.666667%,否,
金币,普通,未知分类,需求等级1,骷髅突击兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
亡者的头盖骨,普通,其他,需求等级1,魔兽军王巴兰卡[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,魔兽军王巴兰卡[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,鱼人盗贼团剑士[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,鱼人盗贼团剑士[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,鱼人盗贼团弓箭手[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,鱼人盗贼团队长[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,鱼人盗贼团队长[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,鱼人盗贼团魔法师[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,鱼人盗贼团魔法师[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,鲨鱼[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,鲨鱼[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,鳄鱼[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,鳄鱼[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,鹿[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,鹿[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,黄金乳牛[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,黄金乳牛[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,黄金密密[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,黄金密密[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,黑暗森林守护者[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,黑暗森林守护者[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,黑暗的思克巴女皇[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,黑暗的思克巴女皇[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,黑暗的火焰弓箭手[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,黑暗的火焰弓箭手[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,黑暗的火焰战士[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,黑暗的狼猎人[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,黑暗的狼猎人[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,黑暗的骑士范德[测试],未知刷新点/活动怪物,未知刷新点,无属性,100%,否,
亡者的头盖骨,普通,其他,需求等级1,黑暗结晶[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,黑暗结晶[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,黑暗结晶[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
金币,普通,未知分类,需求等级1,黑暗风格利芬[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,黑老虎[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,黑老虎[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,黑色亡灵莱奥斯[测试],未知刷新点/活动怪物,未知刷新点,无属性,100%,否,
金币,普通,未知分类,需求等级1,黑色亡灵莱奥斯[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
金币,普通,未知分类,需求等级1,黑色盗贼团弓兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,25%,否,
银币袋子,普通,其他,需求等级1,黑色盗贼团弓兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,2.5%,否,
金币,普通,未知分类,需求等级1,黑色盗贼团战斗兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,25%,否,
银币袋子,普通,其他,需求等级1,黑色盗贼团战斗兵[测试],未知刷新点/活动怪物,未知刷新点,无属性,2.5%,否,
金币,普通,未知分类,需求等级1,黑色盗贼团流浪者[测试],未知刷新点/活动怪物,未知刷新点,无属性,25%,否,
银币袋子,普通,其他,需求等级1,黑色盗贼团流浪者[测试],未知刷新点/活动怪物,未知刷新点,无属性,2.5%,否,
金币,普通,未知分类,需求等级1,黑虎恰姆帕瓦特[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
金币,普通,未知分类,需求等级1,黑蛇骑士团莱肯[测试],未知刷新点/活动怪物,未知刷新点,无属性,100%,否,
金币,普通,未知分类,需求等级1,黑蛇骑士团莱肯[测试],未知刷新点/活动怪物,未知刷新点,无属性,80%,否,
金币,普通,未知分类,需求等级1,黑长者[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
亡者的灵魂石,普通,其他,需求等级1,黑骑[测试],未知刷新点/活动怪物,未知刷新点,无属性,2.5%,否,
金币,普通,未知分类,需求等级1,黑骑[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
金币,普通,未知分类,需求等级1,黑骑[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
亡者的灵魂石,普通,其他,需求等级1,黑骑士团恶灵剑士[测试],未知刷新点/活动怪物,未知刷新点,无属性,2.5%,否,
金币,普通,未知分类,需求等级1,黑骑士团恶灵剑士[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的灵魂石,普通,其他,需求等级1,黑骑士团恶灵战士[测试],未知刷新点/活动怪物,未知刷新点,无属性,2.5%,否,
金币,普通,未知分类,需求等级1,黑骑士团恶灵战士[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的灵魂石,普通,其他,需求等级1,黑骑士团恶灵骑士[测试],未知刷新点/活动怪物,未知刷新点,无属性,2.5%,否,
金币,普通,未知分类,需求等级1,黑骑士团恶灵骑士[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的灵魂石,普通,其他,需求等级1,黑骑士团恶灵魔法师[测试],未知刷新点/活动怪物,未知刷新点,无属性,2.5%,否,
金币,普通,未知分类,需求等级1,黑骑士团恶灵魔法师[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
亡者的头盖骨,普通,其他,需求等级1,龙蝇[测试],未知刷新点/活动怪物,未知刷新点,无属性,1.666667%,否,
金币,普通,未知分类,需求等级1,龙蝇[测试],未知刷新点/活动怪物,未知刷新点,无属性,12.5%,否,
信念之盾,普通,防具,领主,地龙守护骑士[测试],未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 3; PVP无视近战伤害减免: 2,0.015625%,是,"材料ID:2041,2707,2097,2740 x1,84,276,30 (概率: 100.0%)"
守护者的戒指,普通,防具,领主,地龙守护骑士[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30; 最大MP&固定值: 20,0.4%,否,
君主的威严,普通,防具,领主,死亡的僵尸王[测试],未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 2; 力量: 1; 敏捷: 1; 智力: 1; 体质: 1; 精神: 1,0.01%,否,
信念之盾,普通,防具,领主,死神骷髅骑士[测试],未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 3; PVP无视近战伤害减免: 2,0.015625%,是,"材料ID:2041,2707,2097,2740 x1,84,276,30 (概率: 100.0%)"
黄金权杖,普通,武器,领主,精锐巴列斯的魔法师[测试],未知刷新点/活动怪物,未知刷新点,近战命中（待使用）: 5; 大型怪物攻击力&max: 20; 小型怪物攻击力&max: 14; 攻击间隔: 0.76,0.08%,否,
信念之盾,普通,防具,领主,被召唤的克特,未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 3; PVP无视近战伤害减免: 2,0.01%,是,"材料ID:2041,2707,2097,2740 x1,84,276,30 (概率: 100.0%)"
兵法书（精准目标）,普通,技能书,领主,被召唤的克特,未知刷新点/活动怪物,未知刷新点,无属性,0.1%,是,书页 x50 (概率: 100.0%)
信念之盾,普通,防具,领主,被召唤的史巴托,未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 3; PVP无视近战伤害减免: 2,0.015625%,是,"材料ID:2041,2707,2097,2740 x1,84,276,30 (概率: 100.0%)"
兵法书（勇猛盔甲）,普通,技能书,领主,被召唤的莱茵哈德,未知刷新点/活动怪物,未知刷新点,无属性,0.004%,是,书页 x200 (概率: 100.0%)
勇敢药水,普通,消耗品,骑士,亚力安[测试],未知刷新点/活动怪物,未知刷新点,无属性,25%,否,
被水弄湿的双手剑,普通,武器,骑士,僵尸鱼人族剑士[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 1; 小型怪物攻击力&max: 1; 攻击间隔: 0.96,0.015625%,是,"材料ID:2040,2707,2097,2740 x1,100,300,50 (概率: 100.0%)"
勇敢皮带,普通,防具,骑士,克拉肯[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30; 物理防御力（AC）: 1,0.01%,否,
技术书（增幅防御）,普通,技能书,骑士,冰之女王的幻影,未知刷新点/活动怪物,未知刷新点,无属性,5%,是,书页 x100 (概率: 100.0%)
技术书（尖刺盔甲）,普通,技能书,骑士,受诅咒的黑暗妖精骑士[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.0004%,否,
狂战士斧,普通,武器,骑士,变异的地龙骷髅禁卫兵[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 19; 小型怪物攻击力&max: 19; 攻击间隔: 0.96,0.08%,否,
勇敢皮带,普通,防具,骑士,地龙守护骑士[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30; 物理防御力（AC）: 1,0.08%,否,
技术书（冲击之晕）,普通,技能书,骑士,地龙守护骑士[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.01%,否,
骑士面甲,普通,防具,骑士,地龙守护骑士[测试],未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 3,0.4%,否,
